utterance_id,audio_path,transcript,speaker_id,chapter_id
1320-122617-0005,test-clean\1320\122617\1320-122617-0005.flac,THE BEAR SHOOK HIS SHAGGY SIDES AND THEN A WELL KNOWN VOICE REPLIED,1320,122617
1320-122612-0015,test-clean\1320\122612\1320-122612-0015.flac,THE WHOLE PARTY CROWDED TO THE SPOT WHERE UNCAS POINTED OUT THE IMPRESSION OF A MOCCASIN IN THE MOIST ALLUVION,1320,122612
1320-122617-0032,test-clean\1320\122617\1320-122617-0032.flac,KEEP SILENT AS LONG AS MAY BE AND IT WOULD BE WISE WHEN YOU DO SPEAK TO BREAK OUT SUDDENLY IN ONE OF YOUR SHOUTINGS WHICH WILL SERVE TO REMIND THE INDIANS THAT YOU ARE NOT ALTOGETHER AS RESPONSIBLE AS MEN SHOULD BE,1320,122617
1320-122617-0026,test-clean\1320\122617\1320-122617-0026.flac,WELL WHAT CAN'T BE DONE BY MAIN COURAGE IN WAR MUST BE DONE BY CIRCUMVENTION,1320,122617
1320-122617-0000,test-clean\1320\122617\1320-122617-0000.flac,NOTWITHSTANDING THE HIGH RESOLUTION OF HAWKEYE HE FULLY COMPREHENDED ALL THE DIFFICULTIES AND DANGER HE WAS ABOUT TO INCUR,1320,122617
1320-122612-0001,test-clean\1320\122612\1320-122612-0001.flac,THE DEWS WERE SUFFERED TO EXHALE AND THE SUN HAD DISPERSED THE MISTS AND WAS SHEDDING A STRONG AND CLEAR LIGHT IN THE FOREST WHEN THE TRAVELERS RESUMED THEIR JOURNEY,1320,122612
1320-122612-0007,test-clean\1320\122612\1320-122612-0007.flac,CHINGACHGOOK HAD CAUGHT THE LOOK AND MOTIONING WITH HIS HAND HE BADE HIM SPEAK,1320,122612
1320-122617-0003,test-clean\1320\122617\1320-122617-0003.flac,THERE WAS SOMETHING IN HIS AIR AND MANNER THAT BETRAYED TO THE SCOUT THE UTTER CONFUSION OF THE STATE OF HIS MIND,1320,122617
1320-122617-0033,test-clean\1320\122617\1320-122617-0033.flac,IF HOWEVER THEY TAKE YOUR SCALP AS I TRUST AND BELIEVE THEY WILL NOT DEPEND ON IT UNCAS AND I WILL NOT FORGET THE DEED BUT REVENGE IT AS BECOMES TRUE WARRIORS AND TRUSTY FRIENDS,1320,122617
1320-122617-0034,test-clean\1320\122617\1320-122617-0034.flac,HOLD SAID DAVID PERCEIVING THAT WITH THIS ASSURANCE THEY WERE ABOUT TO LEAVE HIM I AM AN UNWORTHY AND HUMBLE FOLLOWER OF ONE WHO TAUGHT NOT THE DAMNABLE PRINCIPLE OF REVENGE,1320,122617
1320-122617-0025,test-clean\1320\122617\1320-122617-0025.flac,SO UNCAS YOU HAD BETTER TAKE THE LEAD WHILE I WILL PUT ON THE SKIN AGAIN AND TRUST TO CUNNING FOR WANT OF SPEED,1320,122617
1320-122617-0008,test-clean\1320\122617\1320-122617-0008.flac,THE YOUNG MAN IS IN BONDAGE AND MUCH I FEAR HIS DEATH IS DECREED,1320,122617
2094-142345-0050,test-clean\2094\142345\2094-142345-0050.flac,BUT THERE'S FATHER THE BARN SIR IF HE'D BE OF ANY USE,2094,142345
2094-142345-0031,test-clean\2094\142345\2094-142345-0031.flac,AND SHE WAS VERY FOND OF YOU TOO AUNT RACHEL,2094,142345
2094-142345-0029,test-clean\2094\142345\2094-142345-0029.flac,DID EVER ANYBODY SEE THE LIKE SCREAMED MISSUS POYSER RUNNING TOWARDS THE TABLE WHEN HER EYE HAD FALLEN ON THE BLUE STREAM,2094,142345
2094-142345-0052,test-clean\2094\142345\2094-142345-0052.flac,I MUST COME ANOTHER DAY AND SEE YOUR HUSBAND I WANT TO HAVE A CONSULTATION WITH HIM ABOUT HORSES,2094,142345
2094-142345-0020,test-clean\2094\142345\2094-142345-0020.flac,THAT'S WHAT YOU'D LIKE TO BE DOING IS IT,2094,142345
2094-142345-0044,test-clean\2094\142345\2094-142345-0044.flac,SAID MISTER IRWINE WITH HIS STATELY CORDIALITY,2094,142345
2094-142345-0043,test-clean\2094\142345\2094-142345-0043.flac,BY THIS TIME THE TWO GENTLEMEN HAD REACHED THE PALINGS AND HAD GOT DOWN FROM THEIR HORSES IT WAS PLAIN THEY MEANT TO COME IN,2094,142345
2094-142345-0053,test-clean\2094\142345\2094-142345-0053.flac,FOR IF HE'S ANYWHERE ON THE FARM WE CAN SEND FOR HIM IN A MINUTE,2094,142345
2094-142345-0003,test-clean\2094\142345\2094-142345-0003.flac,A LARGE OPEN FIREPLACE WITH RUSTY DOGS IN IT AND A BARE BOARDED FLOOR AT THE FAR END FLEECES OF WOOL STACKED UP IN THE MIDDLE OF THE FLOOR SOME EMPTY CORN BAGS,2094,142345
2094-142345-0010,test-clean\2094\142345\2094-142345-0010.flac,HETTY SORREL OFTEN TOOK THE OPPORTUNITY WHEN HER AUNT'S BACK WAS TURNED OF LOOKING AT THE PLEASING REFLECTION OF HERSELF IN THOSE POLISHED SURFACES FOR THE OAK TABLE WAS USUALLY TURNED UP LIKE A SCREEN AND WAS MORE FOR ORNAMENT THAN FOR USE AND SHE COULD SEE HERSELF SOMETIMES IN THE GREAT ROUND PEWTER DISHES THAT WERE RANGED ON THE SHELVES ABOVE THE LONG DEAL DINNER TABLE OR IN THE HOBS OF THE GRATE WHICH ALWAYS SHONE LIKE JASPER,2094,142345
2094-142345-0037,test-clean\2094\142345\2094-142345-0037.flac,WE CAN ALL BE SERVANTS OF GOD WHEREVER OUR LOT IS CAST BUT HE GIVES US DIFFERENT SORTS OF WORK ACCORDING AS HE FITS US FOR IT AND CALLS US TO IT,2094,142345
2094-142345-0059,test-clean\2094\142345\2094-142345-0059.flac,THIS MISSUS POYSER SAID BLUSHING AND BELIEVING THAT THE CAPTAIN WAS REALLY INTERESTED IN HER MILK PANS AND WOULD ADJUST HIS OPINION OF HER TO THE APPEARANCE OF HER DAIRY,2094,142345
260-123286-0011,test-clean\260\123286\260-123286-0011.flac,NOTHING NEW WEATHER UNCHANGED THE WIND FRESHENS,260,123286
260-123288-0003,test-clean\260\123288\260-123288-0003.flac,THE ELECTRIC LIGHT CAN SCARCELY PENETRATE THROUGH THE DENSE CURTAIN WHICH HAS DROPPED OVER THE THEATRE ON WHICH THE BATTLE OF THE ELEMENTS IS ABOUT TO BE WAGED,260,123288
260-123286-0030,test-clean\260\123286\260-123286-0030.flac,SUDDENLY THE ICHTHYOSAURUS AND THE PLESIOSAURUS DISAPPEAR BELOW LEAVING A WHIRLPOOL EDDYING IN THE WATER,260,123286
260-123440-0009,test-clean\260\123440\260-123440-0009.flac,I SHALL NEVER GET TO TWENTY AT THAT RATE,260,123440
260-123286-0002,test-clean\260\123286\260-123286-0002.flac,ALL MY DANGER AND SUFFERINGS WERE NEEDED TO STRIKE A SPARK OF HUMAN FEELING OUT OF HIM BUT NOW THAT I AM WELL HIS NATURE HAS RESUMED ITS SWAY,260,123286
260-123440-0003,test-clean\260\123440\260-123440-0003.flac,OH WON'T SHE BE SAVAGE IF I'VE KEPT HER WAITING,260,123440
260-123286-0007,test-clean\260\123286\260-123286-0007.flac,HE CALLED THIS SEA A POND AND OUR LONG VOYAGE TAKING A LITTLE SAIL,260,123286
260-123286-0009,test-clean\260\123286\260-123286-0009.flac,I TAKE THIS AS MY ANSWER AND I LEAVE THE PROFESSOR TO BITE HIS LIPS WITH IMPATIENCE,260,123286
260-123286-0005,test-clean\260\123286\260-123286-0005.flac,I AM NOT COMPLAINING THAT THE RATE IS SLOW BUT THAT THE SEA IS SO WIDE,260,123286
260-123440-0014,test-clean\260\123440\260-123440-0014.flac,AND I DECLARE IT'S TOO BAD THAT IT IS,260,123440
260-123286-0003,test-clean\260\123286\260-123286-0003.flac,YOU SEEM ANXIOUS MY UNCLE I SAID SEEING HIM CONTINUALLY WITH HIS GLASS TO HIS EYE ANXIOUS,260,123286
260-123440-0010,test-clean\260\123440\260-123440-0010.flac,HOW CHEERFULLY HE SEEMS TO GRIN HOW NEATLY SPREAD HIS CLAWS AND WELCOME LITTLE FISHES IN WITH GENTLY SMILING JAWS,260,123440
3575-170457-0044,test-clean\3575\170457\3575-170457-0044.flac,AFTER THIS DISAPPOINTMENT I NEVER DARE RECKON WITH CERTAINTY ON THE ENJOYMENT OF A PLEASURE AGAIN IT SEEMS AS IF SOME FATALITY STOOD BETWEEN YOU AND ME,3575,170457
3575-170457-0025,test-clean\3575\170457\3575-170457-0025.flac,AGAIN I THANK YOU THIS INCIDENT I SUPPOSE WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A BRIGHT DREAM,3575,170457
3575-170457-0005,test-clean\3575\170457\3575-170457-0005.flac,SHE A TORY AND CLERGYMAN'S DAUGHTER WAS ALWAYS IN A MINORITY OF ONE IN OUR HOUSE OF VIOLENT DISSENT AND RADICALISM,3575,170457
3575-170457-0028,test-clean\3575\170457\3575-170457-0028.flac,KESWICK MARCH TWENTY SECOND EIGHTEEN THIRTY SEVEN DEAR MADAM,3575,170457
3575-170457-0040,test-clean\3575\170457\3575-170457-0040.flac,INDEED THERE WERE ONLY ONE OR TWO STRANGERS WHO COULD BE ADMITTED AMONG THE SISTERS WITHOUT PRODUCING THE SAME RESULT,3575,170457
3575-170457-0023,test-clean\3575\170457\3575-170457-0023.flac,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,3575,170457
3575-170457-0010,test-clean\3575\170457\3575-170457-0010.flac,I AM NOT DEPRECIATING IT WHEN I SAY THAT IN THESE TIMES IT IS NOT RARE,3575,170457
3575-170457-0031,test-clean\3575\170457\3575-170457-0031.flac,ON AUGUST TWENTY SEVENTH EIGHTEEN THIRTY SEVEN SHE WRITES,3575,170457
3575-170457-0035,test-clean\3575\170457\3575-170457-0035.flac,I WISH IT WOULD RECUR AGAIN BUT IT WILL TAKE TWO OR THREE INTERVIEWS BEFORE THE STIFFNESS THE ESTRANGEMENT OF THIS LONG SEPARATION WILL WEAR AWAY,3575,170457
3575-170457-0054,test-clean\3575\170457\3575-170457-0054.flac,STUNG BY ANXIETY FOR THIS LITTLE SISTER SHE UPBRAIDED MISS W FOR HER FANCIED INDIFFERENCE TO ANNE'S STATE OF HEALTH,3575,170457
3575-170457-0000,test-clean\3575\170457\3575-170457-0000.flac,AND OFTEN HAS MY MOTHER SAID WHILE ON HER LAP I LAID MY HEAD SHE FEARED FOR TIME I WAS NOT MADE BUT FOR ETERNITY,3575,170457
3575-170457-0011,test-clean\3575\170457\3575-170457-0011.flac,BUT IT IS NOT WITH A VIEW TO DISTINCTION THAT YOU SHOULD CULTIVATE THIS TALENT IF YOU CONSULT YOUR OWN HAPPINESS,3575,170457
5639-40744-0017,test-clean\5639\40744\5639-40744-0017.flac,CHOKING WITH EMOTION LEOCADI MADE A SIGN TO HER PARENTS THAT SHE WISHED TO BE ALONE WITH THEM,5639,40744
5639-40744-0020,test-clean\5639\40744\5639-40744-0020.flac,THUS DID THIS HUMANE AND RIGHT MINDED FATHER COMFORT HIS UNHAPPY DAUGHTER AND HER MOTHER EMBRACING HER AGAIN DID ALL SHE COULD TO SOOTHE HER FEELINGS,5639,40744
5639-40744-0037,test-clean\5639\40744\5639-40744-0037.flac,KNOW THEN SON OF MY HEART THAT THIS FAINTING LADY IS YOUR REAL BRIDE I SAY REAL BECAUSE SHE IS THE ONE WHOM YOUR FATHER AND I HAVE CHOSEN FOR YOU AND THE PORTRAIT WAS A PRETENCE,5639,40744
5639-40744-0029,test-clean\5639\40744\5639-40744-0029.flac,THIS TRUTH WHICH I HAVE LEARNED FROM HER LIPS IS CONFIRMED BY HIS FACE IN WHICH WE HAVE BOTH BEHELD THAT OF OUR SON,5639,40744
5639-40744-0019,test-clean\5639\40744\5639-40744-0019.flac,WHAT YOU HAD BEST DO MY CHILD IS TO KEEP IT AND PRAY TO IT THAT SINCE IT WAS A WITNESS TO YOUR UNDOING IT WILL DEIGN TO VINDICATE YOUR CAUSE BY ITS RIGHTEOUS JUDGMENT,5639,40744
5639-40744-0000,test-clean\5639\40744\5639-40744-0000.flac,ELEVEN O'CLOCK HAD STRUCK IT WAS A FINE CLEAR NIGHT THEY WERE THE ONLY PERSONS ON THE ROAD AND THEY SAUNTERED LEISURELY ALONG TO AVOID PAYING THE PRICE OF FATIGUE FOR THE RECREATION PROVIDED FOR THE TOLEDANS IN THEIR VALLEY OR ON THE BANKS OF THEIR RIVER,5639,40744
5639-40744-0009,test-clean\5639\40744\5639-40744-0009.flac,MOTHER DEAR FATHER DO YOU HEAR ME,5639,40744
5639-40744-0010,test-clean\5639\40744\5639-40744-0010.flac,IT IS THE ONLY AMENDS I ASK OF YOU FOR THE WRONG YOU HAVE DONE ME,5639,40744
5639-40744-0032,test-clean\5639\40744\5639-40744-0032.flac,FOR GOD'S SAKE MY LADY MOTHER GIVE ME A WIFE WHO WOULD BE AN AGREEABLE COMPANION NOT ONE WHO WILL DISGUST ME SO THAT WE MAY BOTH BEAR EVENLY AND WITH MUTUAL GOOD WILL THE YOKE IMPOSED ON US BY HEAVEN INSTEAD OF PULLING THIS WAY AND THAT WAY AND FRETTING EACH OTHER TO DEATH,5639,40744
5639-40744-0025,test-clean\5639\40744\5639-40744-0025.flac,THE BED SHE TOO WELL REMEMBERED WAS THERE AND ABOVE ALL THE CABINET ON WHICH HAD STOOD THE IMAGE SHE HAD TAKEN AWAY WAS STILL ON THE SAME SPOT,5639,40744
5639-40744-0039,test-clean\5639\40744\5639-40744-0039.flac,WHEN SHE CAME TO HER SENSES AND BLUSHING TO FIND HERSELF IN RODOLFO'S ARMS WOULD HAVE DISENGAGED HERSELF NO SENORA HE SAID THAT MUST NOT BE STRIVE NOT TO WITHDRAW FROM THE ARMS OF HIM WHO HOLDS YOU IN HIS SOUL,5639,40744
5639-40744-0002,test-clean\5639\40744\5639-40744-0002.flac,RODOLFO AND HIS COMPANIONS WITH THEIR FACES MUFFLED IN THEIR CLOAKS STARED RUDELY AND INSOLENTLY AT THE MOTHER THE DAUGHTER AND THE SERVANT MAID,5639,40744
6930-75918-0009,test-clean\6930\75918\6930-75918-0009.flac,IT IS YOU WHO ARE MISTAKEN RAOUL I HAVE READ HIS DISTRESS IN HIS EYES IN HIS EVERY GESTURE AND ACTION THE WHOLE DAY,6930,75918
6930-76324-0022,test-clean\6930\76324\6930-76324-0022.flac,THEN SHE SUDDENLY REMARKED,6930,76324
6930-81414-0024,test-clean\6930\81414\6930-81414-0024.flac,MY TONGUE REFUSED TO ARTICULATE MY POWER OF SPEECH LEFT ME,6930,81414
6930-75918-0008,test-clean\6930\75918\6930-75918-0008.flac,CAN YOU IMAGINE WHY BUCKINGHAM HAS BEEN SO VIOLENT I SUSPECT,6930,75918
6930-76324-0000,test-clean\6930\76324\6930-76324-0000.flac,GOLIATH MAKES ANOTHER DISCOVERY,6930,76324
6930-81414-0008,test-clean\6930\81414\6930-81414-0008.flac,IT DID NOT BECKON OR INDEED MOVE AT ALL IT WAS AS STILL AS THE HAND OF DEATH,6930,81414
6930-75918-0001,test-clean\6930\75918\6930-75918-0001.flac,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,6930,75918
6930-76324-0015,test-clean\6930\76324\6930-76324-0015.flac,SMUGGLING THE HOUSE CLEANING PARAPHERNALIA INTO THE CELLAR WINDOW UNOBSERVED THAT AFTERNOON PROVED NO EASY TASK FOR CYNTHIA HAD ADDED A WHISK BROOM AND DUST PAN TO THE OUTFIT,6930,76324
6930-81414-0009,test-clean\6930\81414\6930-81414-0009.flac,I AWOKE TO CONSCIOUSNESS FIGHTING AT FIRST IT SEEMED AS IF I WAS FIGHTING WITH A PHANTOM BUT GRADUALLY MY OPPONENT BECAME MORE REAL TO ME IT WAS KAFFAR,6930,81414
6930-81414-0002,test-clean\6930\81414\6930-81414-0002.flac,ONWARD SAID A DISTANT VOICE,6930,81414
6930-75918-0004,test-clean\6930\75918\6930-75918-0004.flac,SHE TAUGHT HER DAUGHTER THEN BY HER OWN AFFECTION FOR IT THAT LOVE FOR A COUNTRY WHERE THEY HAD BOTH BEEN HOSPITABLY RECEIVED AND WHERE A BRILLIANT FUTURE OPENED BEFORE THEM,6930,75918
6930-76324-0023,test-clean\6930\76324\6930-76324-0023.flac,AND MY POCKET MONEY IS GETTING LOW AGAIN AND YOU HAVEN'T ANY LEFT AS USUAL,6930,76324
7127-75947-0011,test-clean\7127\75947\7127-75947-0011.flac,REMAIN I IMPLORE YOU THE EVENING IS MOST LOVELY,7127,75947
7127-75947-0030,test-clean\7127\75947\7127-75947-0030.flac,SHE WAS HERE JUST NOW SAID THE COUNT,7127,75947
7127-75947-0015,test-clean\7127\75947\7127-75947-0015.flac,THERE CANNOT BE A DOUBT HE RECEIVED YOU KINDLY FOR IN FACT YOU RETURNED WITHOUT HIS PERMISSION,7127,75947
7127-75947-0000,test-clean\7127\75947\7127-75947-0000.flac,EVERY ONE COULD OBSERVE HIS AGITATION AND PROSTRATION A PROSTRATION WHICH WAS INDEED THE MORE REMARKABLE SINCE PEOPLE WERE NOT ACCUSTOMED TO SEE HIM WITH HIS ARMS HANGING LISTLESSLY BY HIS SIDE HIS HEAD BEWILDERED AND HIS EYES WITH ALL THEIR BRIGHT INTELLIGENCE BEDIMMED,7127,75947
7127-75947-0028,test-clean\7127\75947\7127-75947-0028.flac,QUICK QUICK THEN AMONG THE HIGH REED GRASS SAID MONTALAIS STOOP ATHENAIS YOU ARE SO TALL,7127,75947
7127-75947-0031,test-clean\7127\75947\7127-75947-0031.flac,YOU ARE POSITIVE THEN,7127,75947
7127-75947-0010,test-clean\7127\75947\7127-75947-0010.flac,WHEN SHE PERCEIVED THE YOUNG MAN SHE ROSE LIKE A WOMAN SURPRISED IN THE MIDST OF IDEAS SHE WAS DESIROUS OF CONCEALING FROM HERSELF,7127,75947
7127-75947-0017,test-clean\7127\75947\7127-75947-0017.flac,WHAT ALREADY HERE THEY SAID TO HER,7127,75947
7127-75946-0013,test-clean\7127\75946\7127-75946-0013.flac,THE KING HAD COMPLETED HIS TOILETTE BY NINE O'CLOCK HE APPEARED IN AN OPEN CARRIAGE DECORATED WITH BRANCHES OF TREES AND FLOWERS,7127,75946
7127-75946-0021,test-clean\7127\75946\7127-75946-0021.flac,YES SIRE AND READY DRESSED FOR THE BALLET,7127,75946
7127-75947-0037,test-clean\7127\75947\7127-75947-0037.flac,OH I AM SPEAKING SERIOUSLY REPLIED MONTALAIS AND MY OPINION IN THIS CASE IS QUITE AS GOOD AS THE KING'S I SUPPOSE IS IT NOT LOUISE,7127,75947
7127-75947-0002,test-clean\7127\75947\7127-75947-0002.flac,DO YOU THINK SO SHE REPLIED WITH INDIFFERENCE,7127,75947
7729-102255-0043,test-clean\7729\102255\7729-102255-0043.flac,IN A FEW DAYS AN OFFICER CAME WITH A REQUISITION FROM GOVERNOR SHANNON AND TOOK THE PRISONER BY LAND TO WESTPORT AND AFTERWARDS FROM THERE TO KANSAS CITY AND LEAVENWORTH,7729,102255
7729-102255-0005,test-clean\7729\102255\7729-102255-0005.flac,THIS WAS A FORMIDABLE ARRAY OF ADVANTAGES SLAVERY WAS PLAYING WITH LOADED DICE,7729,102255
7729-102255-0035,test-clean\7729\102255\7729-102255-0035.flac,THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD MEANWHILE MOVED INTO THE TOWN,7729,102255
7729-102255-0042,test-clean\7729\102255\7729-102255-0042.flac,RELOCATED FOOTNOTE GOVERNOR ROBINSON BEING ON HIS WAY EAST THE STEAMBOAT ON WHICH HE WAS TRAVELING STOPPED AT LEXINGTON MISSOURI,7729,102255
7729-102255-0028,test-clean\7729\102255\7729-102255-0028.flac,PRIVATE PERSONS WHO HAD LEASED THE FREE STATE HOTEL VAINLY BESOUGHT THE VARIOUS AUTHORITIES TO PREVENT THE DESTRUCTION OF THEIR PROPERTY,7729,102255
7729-102255-0044,test-clean\7729\102255\7729-102255-0044.flac,HERE HE WAS PLACED IN THE CUSTODY OF CAPTAIN MARTIN OF THE KICKAPOO RANGERS WHO PROVED A KIND JAILER AND MATERIALLY ASSISTED IN PROTECTING HIM FROM THE DANGEROUS INTENTIONS OF THE MOB WHICH AT THAT TIME HELD LEAVENWORTH UNDER A REIGN OF TERROR,7729,102255
7729-102255-0036,test-clean\7729\102255\7729-102255-0036.flac,HE PLANTED A COMPANY BEFORE THE HOTEL AND DEMANDED A SURRENDER OF THE ARMS BELONGING TO THE FREE STATE MILITARY COMPANIES,7729,102255
7729-102255-0026,test-clean\7729\102255\7729-102255-0026.flac,IN THE SHOOTING OF SHERIFF JONES IN LAWRENCE AND IN THE REFUSAL OF EX GOVERNOR BEEDER TO ALLOW THE DEPUTY MARSHAL TO ARREST HIM THEY DISCOVERED GRAVE OFFENSES AGAINST THE TERRITORIAL AND UNITED STATES LAWS,7729,102255
7729-102255-0022,test-clean\7729\102255\7729-102255-0022.flac,FROM THESE AGAIN SPRANG BARRICADED AND FORTIFIED DWELLINGS CAMPS AND SCOUTING PARTIES FINALLY CULMINATING IN ROVING GUERRILLA BANDS HALF PARTISAN HALF PREDATORY,7729,102255
7729-102255-0004,test-clean\7729\102255\7729-102255-0004.flac,THE FREE STATE MEN HAD ONLY THEIR CONVICTIONS THEIR INTELLIGENCE THEIR COURAGE AND THE MORAL SUPPORT OF THE NORTH THE CONSPIRACY HAD ITS SECRET COMBINATION THE TERRITORIAL OFFICIALS THE LEGISLATURE THE BOGUS LAWS THE COURTS THE MILITIA OFFICERS THE PRESIDENT AND THE ARMY,7729,102255
7729-102255-0040,test-clean\7729\102255\7729-102255-0040.flac,IN THIS INCIDENT CONTRASTING THE CREATIVE AND THE DESTRUCTIVE SPIRIT OF THE FACTIONS THE EMIGRANT AID SOCIETY OF MASSACHUSETTS FINDS ITS MOST HONORABLE AND TRIUMPHANT VINDICATION,7729,102255
7729-102255-0007,test-clean\7729\102255\7729-102255-0007.flac,HIS RECEPTION SPEECH AT WESTPORT IN WHICH HE MAINTAINED THE LEGALITY OF THE LEGISLATURE AND HIS DETERMINATION TO ENFORCE THEIR LAWS DELIGHTED HIS PRO SLAVERY AUDITORS,7729,102255
5639-40744-0014,test-clean\5639\40744\5639-40744-0014.flac,AMONG OTHER THINGS ON WHICH SHE CAST HER EYES WAS A SMALL CRUCIFIX OF SOLID SILVER STANDING ON A CABINET NEAR THE WINDOW,5639,40744
3575-170457-0017,test-clean\3575\170457\3575-170457-0017.flac,THOUGH I MAY BE BUT AN UNGRACIOUS ADVISER YOU WILL ALLOW ME THEREFORE TO SUBSCRIBE MYSELF WITH THE BEST WISHES FOR YOUR HAPPINESS HERE AND HEREAFTER YOUR TRUE FRIEND ROBERT SOUTHEY,3575,170457
6930-76324-0007,test-clean\6930\76324\6930-76324-0007.flac,NOW WHAT HAVE YOU TO SAY CYNTHIA SPRAGUE,6930,76324
260-123440-0004,test-clean\260\123440\260-123440-0004.flac,ALICE TOOK UP THE FAN AND GLOVES AND AS THE HALL WAS VERY HOT SHE KEPT FANNING HERSELF ALL THE TIME SHE WENT ON TALKING DEAR DEAR HOW QUEER EVERYTHING IS TO DAY,260,123440
